Job Title,Company Name,Job Description,Location,Employment Type,Query_Value,Posted Scraped,Posted On,Updated Scraped,Updated On,Company Link,From Total Job Count
ITSM CMDB / Data Analysis expertise- 100% Remote role - Canada/LATAM Based,Acnovate Business Solutions Inc.,"ITSM CMDB / Data Analysis expertise 100% Remote (Near Shore - Canada/Latin America) Long term Contract Job Description: Configuration Management Database (CMDB) Maintenance: The Asset and Configuration Manager is responsible for managing and maintaining the CMDB in ServiceNow. This involves ensuring accurate and up-to-date information about all configuration items (CIs) within the IT infrastructure, including hardware, software, and other assets. Configuration Identification: Working with differ","Seattle, WA, USA","Contract, Third Party",Data Scientist,37 days ,2024-03-28 03:08:40.902113,20 hours ago ,,https://www.dice.com/company/10127360?companyname=Acnovate%20Business%20Solutions%20Inc.,109
Collibra Data Quality Consultant (Collibra DQ),Xoriant Corporation,Looking for someone who is an expert on all functionalities provided by Collibra DQ.Preferred if they have worked with Collibra DQ in a healthcare setting.It would be even better if they have connected to Databricks as a data source from Collibra DQ.,"Seattle, WA, USA","Contract, Third Party",Data Scientist,3 days ,2024-05-01 03:08:40.903115,,,https://www.dice.com/company/xorca001?companyname=Xoriant%20Corporation,109
Remote Azure Data and DevOps engineer,CapB InfoteK LLC,"CapB is looking for an experienced Azure Data and Devops engineer. This is 100% Remote position. Job description below. If interested rush your resume to us and let us know your absolute best rate on 1099. No Corp to Corp PRIMARY DUTIES  1 Create and maintain optimal data pipeline architecture.  2 Assemble large, complex data sets that meet functional / non-functional business requirements.  3 Identify, design, and implement internal process improvements: automating manual processes, optimizing","Seattle, WA, USA",Contract,Data Scientist,31 days ,2024-04-03 03:08:40.904113,23 days ago ,,https://www.dice.com/company/10343479?companyname=CapB%20InfoteK%20LLC,109
ServiceNow Data + Integrations Architect,HL Solutions LLC,"Job Description:-  ServiceNow Data + Integrations Architect (Level 3) Primary Skill: Data + Integration Architect , CSA + at least 2 mainline certifications  ServiceNow Data Architect - 40% Govern demand for inbound/outbound data feed intake and delivery Collaboration point between platform, product, EA, and EDS teams to ensure data in ServiceNow is ""fit-for-purpose"" Ensure alignment of data model hierarchy to EA and EDS standards Govern quality and certification of data model Ensure implementat","Seattle, WA, USA","Contract, Third Party",Data Scientist,17 days ,2024-04-17 03:08:40.905117,,,https://www.dice.com/company/91089103?companyname=HL%20Solutions%20LLC,109
Oracle HCM Platform Support (Techno-Functional) - Remote,Cyber Sphere LLC,"Job title: Oracle HCM Platform Support  (Techno-Functional) Remote - EST Long term Prior Experience of HCM Release Management for Oracle HCM components (EXTRACT, ALERT, BIP, Reports), Well versed with Oracle CSM & FSM tool for automated Release Management Prior experience of Managing Oracle POD, instance strategy, P2T, T2T, Data Masking Certificate Management for Real time Integrations. Experience generate, import, export, and delete PGP and X.509 certificates for data encryption and decryption","Seattle, WA, USA","Third Party, Contract",Data Scientist,3 days ,2024-05-01 03:08:40.906117,,,https://www.dice.com/company/91081414?companyname=Cyber%20Sphere%20LLC,109
Technical Architect,ASCII Group LLC,"Position: Architect on Ingestion tools like HVR & Appflow Location: Remote Duration: Long Term Client: Pharma  Description: HVR Administration: Relevant Exp 5+ years HVR Tool Management:  Lead the configuration, administration, and management of the HVR tool, ensuring its optimal performance and adherence to industry best practices.Configure data source connections and manage HVR agents.Identify and raise system capacity related issues (storage, licenses, performance threshold).Participate in ov","Seattle, WA, USA","Third Party, Contract",Data Scientist,3 days ,2024-05-01 03:08:40.907117,2 days ago ,,https://www.dice.com/company/10117479?companyname=ASCII%20Group%20LLC,109
Azure Data Engineer with Talend,StratG Inc,"Stratg Inc is looking for Azure Data engineer for our Direct Client in New York/New Jersey, Please share suitable profiles. Title: Azure Data engineer with Talend Location: NY/NJ Duration:  Longterm JD: -Strong Experience in Azure Data Engineer. -Strong ETL experience  -Talend Experience -Good Knowledge in Basic Java Interested People please share resume on my email  or you can reach me at","Seattle, WA, USA","Third Party, Contract",Data Scientist,17 days ,2024-04-17 03:08:40.908117,,,https://www.dice.com/company/91138575?companyname=StratG%20Inc,109
Enterprise Data Speclialist,Genome International Corp,"looking for a contractor to provide Data Governance services in support of the Statewide Longitudinal Data Systems (SLDS) federal grant efforts. CDE received the grant award in 2020, and it will continue through February 2025. The early years of the grant focused on two use case areas, Adult Education (AE) and Concurrent Enrollment (CE). There is a significant technology component to this grant effort, CDE already has data-linking technology in place and part of the grant commitment is to modern","Seattle, WA, USA",Contract,Data Scientist,44 days ,2024-03-21 03:08:40.909114,1 day ago ,,https://www.dice.com/company/genwi001?companyname=Genome%20International%20Corp,109
Power BI Developer,Symphony Corporation,"Responsibilities: Quickly assimilate and extract relevant supply chain data from our extensive data lake.Develop, design, and maintain advanced Power BI reports and dashboards specific to supply chain metrics.Utilize complex data sources in a Supply Chain context, including but not limited to inventory levels, logistics performance, and vendor management.Transform raw data into meaningful insights through engaging visuals and interactive reports.Work closely with Supply Chain stakeholders to ide","Seattle, WA, USA",Contract,Data Scientist,14 days ,2024-04-20 03:08:40.910114,,,https://www.dice.com/company/10115170?companyname=Symphony%20Corporation,109
SOLUTIONS ARCHITECT,TribolaTech Inc.,"15+ YEARS EXPERIENCE Responsibilities: Data Ingestion:Lead the design and development of data ingestion processes, extracting data from various sources and formats.Data Lake Architecture:Architect, implement, and maintain the data lake architecture, including landing, raw, and curated layers, ensuring efficient storage, processing, and retrieval of data.Staging Area Management:Establish and manage the staging area within the data lake, facilitating the consolidation and preparation of data befor","Seattle, WA, USA",Contract,Data Scientist,11 days ,2024-04-23 03:08:40.911621,,,https://www.dice.com/company/10410723?companyname=TribolaTech%20Inc.,109
AI Consulting Lead - SVP,"ReQignition, Inc.","Company DescriptionBlend is a premier AI services provider, committed to co-creating meaningful impact for its clients through the power of data science, AI, technology, and people. With a mission to fuel bold visions, Blend tackles significant challenges by seamlessly aligning human expertise with artificial intelligence. The company is dedicated to unlocking value and fostering innovation for its clients by harnessing world-class people and data-driven strategy. We believe that the power of pe","Seattle, WA, USA",Full-time,Data Scientist,24 days ,2024-04-10 03:08:40.912634,,,https://www.dice.com/company/90941004?companyname=ReQignition%2C%20Inc.,109
Data Science with ML,Astir IT Solutions,"Experience with Machine Learning, Data Science, Data Engineering principles and technologies such as R, Python, SQL. Experience delivering and managing AI/ML based software products. Experience with agile software development methodology. Proven experience with data engineering and ETL techniques using data from a wide variety of data sources. Rigorous understanding of statistics/machine learning and ability to discern appropriate analytics techniques to problem-solve. Knowledge of data warehous","Seattle, WA, USA",Contract,Data Scientist,45 days ,2024-03-20 03:08:40.913634,12 hours ago ,,https://www.dice.com/company/10110032?companyname=Astir%20IT%20Solutions,109
SAP OTC consultant,Mahaugha LLC,"Job Description: Proficient in SAP OTC (Order to Cash) and integration with other SAP modules.Extensive experience with SAP S4 HANA transformations and migrations.Strong understanding of SAP ABAP/4 language for debugging and enhancing standard SAP applications.Exceptional ability in end-to-end implementation of SAP projects.Superior communication skills, both written and verbal for liaising with stakeholders at all levels to gatherrequirements and provide updates.Have experience with integration","Seattle, WA, USA",Contract,Data Scientist,22 days ,2024-04-12 03:08:40.914633,16 days ago ,,https://www.dice.com/company/91114983?companyname=Mahaugha%20LLC,109
Remote Alteryx ETL developer Full time or Part time,CapB InfoteK LLC,"We have an immediate need for a strong Alteryx ETL Developer /Data Engineer to participate in  one of our Data Management Project . This is a 100% remote opportunity, but consultants need to have a place of residence anywhere in Wisconsin. Desired Experience:Using ETL tools to design ETL jobs (ETL 6 years, preferably 2 years of with Alteryx)Developing various types of data loads and Implementing change data capture (CDC)Testing and debugging ETL. Developing complex SQL. ETL job scheduling Loadin","Seattle, WA, USA",Contract,Data Scientist,53 days ,2024-03-12 03:08:40.915633,23 days ago ,,https://www.dice.com/company/10343479?companyname=CapB%20InfoteK%20LLC,109
IBM Datacap Developer,P2PSoftTek Inc,"IBM Datacap Developer Remote Role Description : Collaborate with stakeholders to gather and analyze business requirements for document capture and data extraction processes.Design and architect IBM Datacap, AWS Textract solutions to meet business needs, including document classification, data extraction, and workflow automation.Develop and customize IBM Datacap, AWS Textract applications flows, modules, and components using Datacap Studio, Datacap Navigator, and other tools.Configure and optimiz","Seattle, WA, USA","Contract, Third Party",Data Scientist,24 days ,2024-04-10 03:08:40.916635,19 hours ago ,,https://www.dice.com/company/90868495?companyname=P2PSoftTek%20Inc,109
Principal Enterprise Architect-12 Months Contract-Remote opportunity.,Accion Labs,Greetings from Accionlabs!!  Our Direct client is looking for Principal Enterprise Architect-12 Months Contract-Remote opportunity.  Job Description: As Principal Architect - Enterprise you will drive world-class cloud solutions based on the AWS & Azure platform to accelerate the delivery of our customer facing expert solutions and improve the reliability & security of our applications. You will take a lead role in defining and promoting the architecture direction and governance for Cloud strate,"Seattle, WA, USA","Contract, Third Party",Data Scientist,17 hours ,2024-05-03 10:08:40.917630,17 hours ago ,,https://www.dice.com/company/10428868?companyname=Accion%20Labs,109
Senior Data Analyst,Vy Systems,"Year of experience 10+Expert in SQLData warehousing conceptsData prep, ability to connect data across different sources to solve a problem.Critical thinking & Problem-solvingAttention to detail.Domain knowledge automotive finance or loan processingAbility to reverse engineer from Qlik sense, Alteryx, JCL s, Cobol code etc. to move on perm warehouse to Google Cloud Platform.Knowledge of Google Cloud Platform BigqueryTesting to catch issues before going to UAT.","Seattle, WA, USA","Contract, Third Party",Data Scientist,24 days ,2024-04-10 03:08:40.918634,24 days ago ,,https://www.dice.com/company/10114746?companyname=Vy%20Systems,109
Mainframe Computer Operator II - Night Shift,Black Knight Inc,"SUMMARYResponsible for operating computer, computer-related hardware and other operations area equipment. Performs support activities in computer operations.  SHIFT Night Shift: 7:00pm - 7:00am ET Wednesday - Friday and every other Saturday.  This position can be 100% remote!  RESPONSIBILITIES Monitors and controls a computer console to process and complete jobs.Investigates error conditions in computer processing, equipment malfunction and/or network (on-line) performance in order to determine","Seattle, WA, USA",Full-time,Data Scientist,60+ days ,2024-03-05 03:08:40.919634,29 days ago ,,https://www.dice.com/company/10361826?companyname=Black%20Knight%20Inc,109
ETL ODI Developer,P2PSoftTek Inc,"ETL ODI Developer Remote Role  Description  ODI Experience Proficient in PL SQL, Oracle SQL Plusses SSIS experience - OBI: Operations business intelligence - Data analytics/data science - Business IT unit - Why? We sit in business and provide analytics solution to the business - Most of work supports electric ops and working with field crews, office, working with EMS data, ATMS, GIS, SAP, all sorts of data sets 70 different data sets analytics on data - Oracle based technology stack - Solutions","Seattle, WA, USA","Contract, Third Party",Data Scientist,60+ days ,2024-03-05 03:08:40.920633,19 hours ago ,,https://www.dice.com/company/90868495?companyname=P2PSoftTek%20Inc,109
Consulting Director - Digital Transformation (remote),RedRiver Systems L.L.C.,"Great opportunity within growing international company developing state-of-the-art products supporting IoT and communication systems worldwide. This is a hands-on opportunity working with customers creating Digital Transformation solutions to drive their Overall Equipment Effectiveness. RESPONSIBILITIES Identify, prioritize, frame and structure complex and ambiguous challenges to help clients build realistic and scalable digital strategies that meet their company specific needs.Lead Digital Tran","Seattle, WA, USA",Full-time,Data Scientist,9 days ,2024-04-25 03:08:40.922633,20 hours ago ,,https://www.dice.com/company/10122941?companyname=RedRiver%20Systems%20L.L.C.,109
AI Engineer - Open Source Models Specialist,P2PSoftTek Inc,"AI Engineer - Open Source Models Specialist Remote Description :  1. Research, develop, and implement state-of-the-art AI models using open source frameworks and tools, with a focus on Hugging Face Datasets. 2. Fine-tune pre-trained models to specific tasks and domains, ensuring optimal performance and accuracy. 3. Build and optimize NLP encoders and transformers to support various natural language processing tasks and applications. 4. Design and maintain a scalable vector database for efficient","Seattle, WA, USA","Contract, Third Party",Data Scientist,7 days ,2024-04-27 03:08:40.923634,19 hours ago ,,https://www.dice.com/company/90868495?companyname=P2PSoftTek%20Inc,109
Test Do Not Apply - Senior Full Stack Developer,Dice US Sales Demo Account,"Job Type: Full-time Location: Greenwood Village, Colorado We are seeking an experienced Senior Full Stack Developer to join our dynamic team. The successful candidate will be responsible for developing, maintaining, and enhancing web applications that meet the needs of our clients. As a Senior Full Stack Developer, you will work closely with our cross-functional teams to ensure that our products are delivered on time, within budget, and to the highest quality standards. Responsibilities: Develop","Seattle, WA, USA",Full-time,Data Scientist,18 days ,2024-04-16 03:08:40.924631,4 days ago ,,https://www.dice.com/company/dicedemo?companyname=Dice%20US%20Sales%20Demo%20Account,109
Software Engineer in Test - Playwright with Typescript,Vidorra Consulting Group,"Visa Sponsorship is available for this opportunity. Our reputed client based out of the Houston area is seeking for multiple Sr. Full Stack Quality Engineer with strong hands-on Manual testing experience on cloud-based infrastructure and services in Serverless, Event driven architectures on Azure cloud. Deep understanding and problem-solving ability of various complexities, experience collaborating on teams with multiple disciplines (DevOps, Data engineers, Software engineers). Self-organized an","Seattle, WA, USA",Full-time,Data Scientist,60+ days ,2024-03-05 03:08:40.925630,8 days ago ,,https://www.dice.com/company/RTX1a5d37?companyname=Vidorra%20Consulting%20Group,109
I Series Programmer,Msquare Technologies,"Excellent programming skills on the iSeries platform Analyze and Create new programs using RPG, RPG ILE, SQLRPGLE, and Control Language (CLP/CLLE). Very good knowledge of SQL concepts Analyze and modify complex SQL queries, embedded SQL in SQLRPGLE, Cursor programming. Database Concepts Create and Analyze Physical files, Logical Files, SQL tables, Indexes, Views, Stored procedures. Good working knowledge in screen programming Display Files, Subfiles, and Printer files. Document business rules ef","Seattle, WA, USA","Third Party, Contract",Data Scientist,3 days ,2024-05-01 03:08:40.926631,,,https://www.dice.com/company/91131247?companyname=Msquare%20Technologies,109
Lead open shift Engineer,Diamond Pick,"Role: Openshift engineer Location: Bellevue, WA(Day one onsite) Experience: 10+ Years Job Description  Job Description: OpenShift  1) Designing, deploying, and managing OpenShift clusters in both on-premises and cloud environments. Min 6 years of experience in OpenShift cluster management. 10 + years of experience in Data centre Infrastructure management and Linux operating system.  2) Collaborating with development teams to create Docker containers and Helm charts for deploying applications on","Seattle, WA, USA","Third Party, Contract",Data Scientist,1 day ,2024-05-03 03:08:40.927631,,,https://www.dice.com/company/91081485?companyname=Diamond%20Pick,109
BI Engineer :: Remote :: W2 Profiles Only,Aorton Inc,"Role : BI Analytics Engineer  Location: Remote Job Description: Six Month Expectations Contribute to the data pipeline process, creating new pipelines that further data availability on our BI platform Take ownership of portions of our data stack Proactively solve issues or errors within the data pipeline Take an active role in designing the future of our data pipeline or BI platforms Collaborate with the team on best practices and overall business strategy Take ownership of data office hours and","Seattle, WA, USA",Contract,Data Scientist,1 day ,2024-05-03 03:08:40.928633,,,https://www.dice.com/company/91140841?companyname=Aorton%20Inc,109
Azure Databricks Engineer,SumasEdge Corporation,"Responsibilities: Hands on development and support of new or existing data applications.Work closely with business and analysts to understand data and business processes and make recommendations to clients as requested on best practices or long-term solutions to resolve current issues and also for future system designWorks closely with Application and Enterprise Architects to create/review low level implementation designs, understand high level data flow designs developed by data architects.Prov","Seattle, WA, USA","Contract, Third Party",Data Scientist,2 days ,2024-05-02 03:08:40.929633,16 hours ago ,,https://www.dice.com/company/90859492?companyname=SumasEdge%20Corporation,109
Cloud Architect-Google Cloud Platform,Cloudpaths,"Looking for a Google Cloud Platform Engineer/Google Cloud Platform Developer for one of my direct clients in US. The client is neither looking for core data engineer nor DevOps/SRE. Required: - Experience in leading the architecture and design of complex cloud solutions on Google Cloud Platform (Google Cloud Platform) to meet business objectives and performance requirements.Experience in developing and implement data storage and management strategies on Google Cloud Platform, utilizing services","Seattle, WA, USA","Contract, Third Party",Data Scientist,16 hours ,2024-05-03 11:08:40.931634,,,https://www.dice.com/company/91016258?companyname=Cloudpaths,109
Workday Prism Developer,HL Solutions LLC,"Workday Prism Developer  Expert in developing complex Workday Prism Pipelines and handling high volumes of data in and out of Workday Prism Analytics  Extensive hands-on experience in Prism Transformations such as Unpivot, Group by, Filter, Rank  Good understanding of Data Change Tasks (DCTs) to perform CRUD operations  Hands-on Experience in creating Custom Organizations, Base Data Sets, Derived Datasets  Able to understand business requirements, develop and deliver code in a fast-paced environ","Seattle, WA, USA","Third Party, Contract",Data Scientist,19 hours ,2024-05-03 08:08:40.932643,,,https://www.dice.com/company/91089103?companyname=HL%20Solutions%20LLC,109
Role : Sr.Machine Learning Operations Engineer - Remote ( Full Time ),Radiantze,"Job Summary: Role : Sr.Machine Learning Operations EngineerRemoteFulltime  JD: As a Senior Machine Learning Operations (MLOps) Engineer, you will be instrumental in deploying robust, scalable machine learning solutions. You will ensure these are tailored to meet the expansive needs of CVS Health s varied healthcare services. This role demands a high level of proficiency in machine learning technologies and programming, coupled with rigorous vetting processes to maintain the highest standards of","Seattle, WA, USA","Full-time, Third Party",Data Scientist,3 days ,2024-05-01 03:08:40.933631,,,https://www.dice.com/company/91140385?companyname=Radiantze,109
Neo4j Data Engineer,Incedo Inc,"Position: Neo4j Data Engineer Location: Pittsburgh, PA (Remote) Duration: Full time Qualifications Minimum 3+ years of working experience with knowledge graphs/graph databasesExpertise with Graph database technology especially Neo4JExpertise with Python, and related software engineering platforms/frameworksExperience in designing and building highly scalable Knowledge Graphs in productionExperience developing APIs leveraging knowledge graph dataExperience with querying knowledge graphs using a g","Seattle, WA, USA",Full-time,Data Scientist,3 days ,2024-05-01 03:08:40.934635,,,https://www.dice.com/company/10476889?companyname=Incedo%20Inc,109
Mediation Developer with Digitalroute Experience at Remote locations,Accion Labs,"Job Title: Mediation Developer (Digital Route) Location: Remote Job Summary: We are seeking a talented and experienced Mediation Developer specializing in Digital Route to join our dynamic team. As a Mediation Developer, you will be responsible for designing, developing, and implementing mediation solutions using Digital Route Mediation platform. You will work closely with cross-functional teams to ensure seamless integration of mediation systems with various data sources and downstream systems.","Seattle, WA, USA","Contract, Third Party",Data Scientist,19 hours ,2024-05-03 08:08:40.935634,,,https://www.dice.com/company/10428868?companyname=Accion%20Labs,109
"Oracle Fusion Developers - Financials, HCM and SCM- (Multiple Roles)",Orasys LLC,"Looking for Multiple Positions for Experienced Oracle Fusion Developers with the below Skills with the following Skills: With Expert level; Working Experience of Oracle Fusion Financials, HCM and SCM.Experience with OIC and Design and Develop Integrations.Experience with Reports and Reporting Solutions(BI/OTBI)Experience with HCM ExtractsExperience with HCM Fast Formulas (Payroll, Benefits, Absence and Time and Labor)Should be able work independently. Expert with Data Conversions. HCM Data Loade","Seattle, WA, USA",Full-time,Data Scientist,9 days ,2024-04-25 03:08:40.936633,3 days ago ,,https://www.dice.com/company/RTX15035d?companyname=Orasys%20LLC,109
Mediation Developer (Digital Route),AmmaluIT,"Job Summary: We are seeking a talented and experienced Mediation Developer specializing in Digital Route to join our dynamic team. As a Mediation Developer, you will be responsible for designing, developing, and implementing mediation solutions using Digital Route Mediation platform. You will work closely with cross-functional teams to ensure seamless integration of mediation systems with various data sources and downstream systems. The ideal candidate will have a strong understanding of mediati","Seattle, WA, USA","Contract, Third Party",Data Scientist,8 days ,2024-04-26 03:08:40.937634,,,https://www.dice.com/company/RTX1ce8c7?companyname=AmmaluIT,109
QNXT Claim Solutions Architect Lead,"Manage My Dream, LLC","Job position : QNXT Claim Solutions Architect Lead REMOTE VISA: ead NEED STRONG HEALTH EXPERIENCE Job Description: understands capitation models within the healthcare industry for all lines of business; understands how QNXT processes capitation; and will be able to help solution a capitation module that may leverage QNXT pieces but also supports an ""attribution"" model. Key responsibilities/qualifications for all positions include: Experience with commercial health plans; Able to conduct data ana","Seattle, WA, USA","Third Party, Contract",Data Scientist,9 days ,2024-04-25 03:08:40.939633,,,https://www.dice.com/company/90979421?companyname=Manage%20My%20Dream%2C%20LLC,109
Machine Learning Engineer,Best High Technologies,"Job Description: We are seeking a talented Machine Learning Engineer with expertise in software engineering to join our team. As a Machine Learning Engineer, your primary responsibility will be to develop machine learning (ML) solutions that focus on technology process improvements. Specifically, you will be working on projects involving ML & Generative AI solutions for Technology & Data Management Efficiencies such as optimal cloud computing, knowledge bots, Software Code Assistants, Automatic","Seattle, WA, USA","Third Party, Contract",Data Scientist,13 hours ,2024-05-03 14:08:40.940637,13 hours ago ,,https://www.dice.com/company/90979221?companyname=Best%20High%20Technologies,109
ML Engineer,Best High Technologies,"Job Description: We are seeking a talented Machine Learning Engineer with expertise in software engineering to join our team. As a Machine Learning Engineer, your primary responsibility will be to develop machine learning (ML) solutions that focus on technology process improvements. Specifically, you will be working on projects involving ML & Generative AI solutions for Technology & Data Management Efficiencies such as optimal cloud computing, knowledge bots, Software Code Assistants, Automatic","Seattle, WA, USA","Contract, Third Party",Data Scientist,13 hours ,2024-05-03 14:08:40.941631,13 hours ago ,,https://www.dice.com/company/90979221?companyname=Best%20High%20Technologies,109
"Statistical Analysis System (SAS AML 4.2) - Toronto, Canada",Skysoft Inc,"Skills and Qualifications: Proven experience (3-5 years) in developing and implementing AML scenarios within the SAS AML 4.2 platform.In-depth knowledge of anti-money laundering concepts, regulations, and typologies.Strong proficiency in SAS programming, specifically for AML scenario development.Experience with data analysis and SQL queries for data extraction and manipulation.Familiarity with other AML technologies and tools is a plus (Actimize, Mantas, etc.).","Seattle, WA, USA","Contract, Third Party",Data Scientist,3 days ,2024-05-01 03:08:40.942630,3 days ago ,,https://www.dice.com/company/91131645?companyname=Skysoft%20Inc,109
Tester/QA,"Digitek Software, Inc.","One of our clients is looking for the position of  Tester  based on following skills. The Tester is member of team which plans, constructs, and executes product tests, system tests, unit tests, load tests, volume tests, network tests as well as works with others for release control processes.100% Remote. No equipment provided. Tester 2 The Tester is a member of a team which plans, constructs, and executes product tests, system tests, unit tests, load tests, volume tests, network tests as well as","Seattle, WA, USA","Third Party, Contract",Data Scientist,14 hours ,2024-05-03 13:08:40.943631,,,https://www.dice.com/company/digitek?companyname=Digitek%20Software%2C%20Inc.,109
