Job Title,Company Name,Job Description,Location,Employment Type,Query_Value,Posted Scraped,Posted On,Updated Scraped,Updated On,Company Link,From Total Job Count
Sr Java Developer,Caprus IT Inc.,"Job Title: Sr. Java Developer or Full Stack Java/React developer. Location: Frisco, TX (Onsite) Duration: Contract (W2) / Fulltime 10+ Years of IT Experience is must  Roles and Responsibilities Writing well-designed, testable, and efficient code.Providing code documentation and other inputs to technical documents.Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.Troubleshooting and debugging to optimize performance.","Dallas, TX, USA",Full-time,Business Analytics Internship,16 days ,2024-04-18 03:21:26.563382,14 hours ago ,,https://www.dice.com/company/10297302?companyname=Caprus%20IT%20Inc.,28
ETL ODI Developer,P2PSoftTek Inc,"ETL ODI Developer Remote Role  Description  ODI Experience Proficient in PL SQL, Oracle SQL Plusses SSIS experience - OBI: Operations business intelligence - Data analytics/data science - Business IT unit - Why? We sit in business and provide analytics solution to the business - Most of work supports electric ops and working with field crews, office, working with EMS data, ATMS, GIS, SAP, all sorts of data sets 70 different data sets analytics on data - Oracle based technology stack - Solutions","Dallas, TX, USA","Contract, Third Party",Business Analytics Internship,60+ days ,2024-03-05 03:21:26.564373,19 hours ago ,,https://www.dice.com/company/90868495?companyname=P2PSoftTek%20Inc,28
Sr Power BI developer with very strong SQL and Data Operations skills || W2 || Any Visa,Shiro Technologies,"Key Skills : Power BI, SQL, Retail Domain Job Summary : The ideal candidate will be part of an organization that is revolutionizing technology platforms and architecting a data and analytics landscape that is simplified, modern, flexible and will ultimately provide a foundation for all future analysis. This role will work closely with the business and technical Key Qualifications : Deep experience, 10 + years of experience in Power BI with very strong SQL. 5+ years visualization in a retail envi","Dallas, TX, USA",Contract,Business Analytics Internship,17 hours ,2024-05-03 10:21:26.564373,,,https://www.dice.com/company/10481525?companyname=Shiro%20Technologies,28
Adobe AEP/ CJA/ AJO/ Personalization engineer,Central Business Solutions,"Title: Adobe AEP/ CJA/ AJO/ Personalization engineer Location: 100% Remote Job Description: Lead execution of the Adobe marketing capabilities and leveraging Adobe suites such as Adobe Analytics, Audience Manager, AEM, Target, and Adobe Journey Optimizer.Utilize a range of Adobe tools including Web SDK, XDM schemas, and Adobe Experience Platform tools for seamless data integration, analysis, and optimization.Collaborate across teams to integrate and optimize the usage of Adobe Experience Platfor","Dallas, TX, USA","Contract, Third Party",Business Analytics Internship,60+ days ,2024-03-05 03:21:26.565380,13 hours ago ,,https://www.dice.com/company/10121769?companyname=Central%20Business%20Solutions,28
Consulting Director - Digital Transformation (remote),RedRiver Systems L.L.C.,"Great opportunity within growing international company developing state-of-the-art products supporting IoT and communication systems worldwide. This is a hands-on opportunity working with customers creating Digital Transformation solutions to drive their Overall Equipment Effectiveness. RESPONSIBILITIES Identify, prioritize, frame and structure complex and ambiguous challenges to help clients build realistic and scalable digital strategies that meet their company specific needs.Lead Digital Tran","Dallas, TX, USA",Full-time,Business Analytics Internship,9 days ,2024-04-25 03:21:26.566375,20 hours ago ,,https://www.dice.com/company/10122941?companyname=RedRiver%20Systems%20L.L.C.,28
Senior Saviynt Developer,Accolite Digital LLC,"Bounteous x Accolite makes the future faster for the world's most ambitious brands. Our services span Strategy, Analytics, Digital Engineering, Cloud, Data & AI, Experience Design, and Marketing. We are guided by Co-Innovation, our proven methodology of collaborative partnership. Bounteous x Accolite brings together 5000+ employees spanning North America, APAC, and EMEA, and partnerships with leading technology providers. Through advanced digital engineering, technology solutions, and data-drive","Dallas, TX, USA","Contract, Third Party",Business Analytics Internship,9 days ,2024-04-25 03:21:26.567377,,,https://www.dice.com/company/10300908?companyname=Accolite%20Digital%20LLC,28
Google Cloud Platform Data Architect,DVG Tech Solutions LLC,"Job Description: The Role We seek an experienced Google Cloud Platform Data Architect to shape and lead our data architecture and analytics initiatives on the Google Cloud Platform. You'll work closely with cross-functional teams to design scalable data solutions, optimize data pipelines, and enable data-driven decision-making across the organization. Key Responsibilities:  Architecture Design: Craft scalable and reliable data architectures on Google Cloud Platform, encompassing data ingestion,","Dallas, TX, USA","Third Party, Contract",Business Analytics Internship,10 days ,2024-04-24 03:21:26.568378,19 hours ago ,,https://www.dice.com/company/90922892?companyname=DVG%20Tech%20Solutions%20LLC,28
SAP BPC Solution Architect,VLink Inc,"Title: SAP BPC Solution Architect Location: Kalamazoo, MI (Remote) Participate in requirement gathering and design phase to define business requirements and system blueprint designBuild SAP BPC model & dimensionPerform SAP BPC system configuration such as business process flow and business rules.Development and support of all BPC objects that includes reports, input templates, master/meta data, logic scripts, business rules, BPF, work status, batch schedulesWrite code in Script Logic / Fox and A","Dallas, TX, USA","Third Party, Contract",Business Analytics Internship,10 days ,2024-04-24 03:21:26.569378,,,https://www.dice.com/company/RTL109178?companyname=VLink%20Inc,28
"Java Developer with Clojure - REMOTE/San Jose, CA",RHP Soft Inc.,"Hello, Greetings from RHP Soft Inc., One of our clients is looking for Java Developers with Clojure experience. Location - REMOTE/San Jose, CA Interview process - Java test and another 2 rounds. Please go through the job requirement and if you are interested, please send your updated resume to  Title : Java Developer Keywords: Java, Clojure Job Description: 5+ years experience building web applications with object oriented or functional programming languages, specifically Clojure and Java.  Stro","Dallas, TX, USA",Contract,Business Analytics Internship,2 days ,2024-05-02 03:21:26.570374,2 days ago ,,https://www.dice.com/company/10462800?companyname=RHP%20Soft%20Inc.,28
IBM Datacap Developer,P2PSoftTek Inc,"IBM Datacap Developer Remote Role Description : Collaborate with stakeholders to gather and analyze business requirements for document capture and data extraction processes.Design and architect IBM Datacap, AWS Textract solutions to meet business needs, including document classification, data extraction, and workflow automation.Develop and customize IBM Datacap, AWS Textract applications flows, modules, and components using Datacap Studio, Datacap Navigator, and other tools.Configure and optimiz","Dallas, TX, USA","Contract, Third Party",Business Analytics Internship,24 days ,2024-04-10 03:21:26.570374,19 hours ago ,,https://www.dice.com/company/90868495?companyname=P2PSoftTek%20Inc,28
"Senior Developer (Identity Platform)/Engineer - REMOTE / Austin, TX",RHP Soft Inc.,"Hello, Greetings from RHP Soft Inc., One of our clients is looking for Strong Java guys with Open ID experience.. Please go through the job requirement and if you are interested, please send your updated resume to  Title : Senior Developer (Identity Platform)/Engineer  Location : 100% Remote OR Austin, TX Keywords: Java, OAuth2, Open ID Connect, REST, SCIM Requirement: --At least 12+ years of software development experience using Java/J2EE for large enterprise customers. --5+ years of relevant e","Dallas, TX, USA",Contract,Business Analytics Internship,2 days ,2024-05-02 03:21:26.571378,2 days ago ,,https://www.dice.com/company/10462800?companyname=RHP%20Soft%20Inc.,28
Mid Level. Java Developer - Remote,CoppelTech,"Looking for a Mid level Java developer with atleast 6 years of experience on following skills :- Responsibilities: Design, develop, and maintain high-quality Java applications and services.Collaborate with product owners, business analysts, and other stakeholders to gather and refine requirements.Translate business requirements into technical specifications and architectural designs.Implement best practices for software development, including code reviews, testing, and documentation.Troubleshoot","Dallas, TX, USA","Contract, Third Party",Business Analytics Internship,4 days ,2024-04-30 03:21:26.572372,,,https://www.dice.com/company/91141956?companyname=CoppelTech,28
Consulting Lead - Enterprise & IT Strategy,"ReQignition, Inc.","Company Description  BLEND360 is an award-winning, new breed Data Science Consultancy focused on powering exceptional results for our Fortune 500/1000 clients and other major organizations. We are a growing company born at the intersection of advanced analytics, data, and technology. Who we are: People are everything here at BLEND360.  We are inspired by advancing our Client s most critical initiatives, products and projects by matching our clients with the right talent. BLEND360 has been among","Dallas, TX, USA",Full-time,Business Analytics Internship,24 days ,2024-04-10 03:21:26.572372,,,https://www.dice.com/company/90941004?companyname=ReQignition%2C%20Inc.,28
Lead Salesforce Developer,Incedo Inc,"Position: Salesforce Technical Lead  Location: Pittsburgh, PA (remote) Duration: Full time As a Salesforce Lead with expertise in Experience Cloud, Service Cloud, and Marketing Cloud, you will play a critical role in the design, development, and maintenance of our client s Salesforce ecosystem. Must have experience in working with globally distributed teams and agile delivery. You will collaborate with cross-functional teams to implement and optimize solutions that enhance customer experiences,","Dallas, TX, USA",Full-time,Business Analytics Internship,3 days ,2024-05-01 03:21:26.573371,,,https://www.dice.com/company/10476889?companyname=Incedo%20Inc,28
Kafka Admin,Galax-Esystems Corp,"Role Kafka Tech Admin Location: Remote Duration:6-12 Months Job Responsibility Primary responsibility of Confluent Platform Administrator will be to build, test and maintain Kafka Cluster and its eco-system which is deployed to run Data Streaming use cases for various business units Experience Overall 5+ years of experience out of which 2+ years around Confluent Platform administration Mandatory Job Requirements Manage single and multi-node Kafka cluster deployed on VM, Docker and Kubernetes Con","Dallas, TX, USA","Contract, Third Party",Business Analytics Internship,13 hours ,2024-05-03 14:21:26.573371,,,https://www.dice.com/company/10230239?companyname=Galax-Esystems%20Corp,28
Sr Kronos Analyst,"Amzur Technologies, Inc.",Need 10+ Years of ExperienceMUST HAVE Strong functional knowledge of Kronos modules including: Workforce Dimensions Workforce Dimensions Timekeeping Workforce Dimensions Accruals Workforce Dimensions Absence Workforce Dimensions Analytics Proficient in CRT s Reporting Kronos Integration Dell Boomi Workforce Dimensions Integration PlatformExperience working with enterprise level customers  Overview The Kronos Technical Consultant is responsible for ensuring technology solutions address business r,"Dallas, TX, USA","Contract, Third Party",Business Analytics Internship,60+ days ,2024-03-05 03:21:26.574371,15 hours ago ,,https://www.dice.com/company/10115656?companyname=Amzur%20Technologies%2C%20Inc.,28
Residential Solutions Architect,Computomic,"Role: Resident Solution Architect (RSA) Experience: 10+ years years consulting, 7+ years in data engineering Location: London /Remote. United Kingdom Background: Computomic was founded in 2019 with a vision to design and deploy mission critical and highly differentiated Data & AI solutions for companies looking to migrate their data stack from legacy data platforms such as Teradata, Cloudera, Datastage and Informatica to modern data platforms like Databricks. Over the last few years, we have bec","Dallas, TX, USA",Contract,Business Analytics Internship,38 days ,2024-03-27 03:21:26.575371,23 days ago ,,https://www.dice.com/company/91129876?companyname=Computomic,28
Enterprise Data Speclialist,Genome International Corp,"looking for a contractor to provide Data Governance services in support of the Statewide Longitudinal Data Systems (SLDS) federal grant efforts. CDE received the grant award in 2020, and it will continue through February 2025. The early years of the grant focused on two use case areas, Adult Education (AE) and Concurrent Enrollment (CE). There is a significant technology component to this grant effort, CDE already has data-linking technology in place and part of the grant commitment is to modern","Dallas, TX, USA",Contract,Business Analytics Internship,44 days ,2024-03-21 03:21:26.575371,1 day ago ,,https://www.dice.com/company/genwi001?companyname=Genome%20International%20Corp,28
