Job Title,Company Name,Job Description,Location,Employment Type,Query_Value,Posted Scraped,Posted On,Updated Scraped,Updated On,Company Link,From Total Job Count
Sales Leader - Insurance,"IRIS Software, Inc.","About IRIS Software Inc. IRIS Software Inc. ( has a proven legacy of over 3 decades in helping our enterprise clients thrive with technology-enabled transformation across Banking, Financial Services, Insurance, Life Sciences, Healthcare, Professional Services, Manufacturing, Transportation, and Logistics sectors. Our services cover core, complex, mission-critical Application and Product Engineering, Data and Analytics, Cloud Engineering, DevSecOps, Quality Engineering, UX transformation, and Bus","Dallas, TX, USA","Full-time, Third Party",Data Internship Internship,60+ days ,2024-03-05 03:29:57.957886,8 days ago ,,https://www.dice.com/company/irissoft?companyname=IRIS%20Software%2C%20Inc.,23
Tricentis Tosca Neoload Architect,SumasEdge Corporation,"We are seeking a skilled and experienced Tricentis Tosca & NeoLoad Architect to join our dynamic team. The ideal candidate will have a strong background in software testing, particularly in test automation using Tricentis Tosca, as well as performance testing using NeoLoad. This role will involve designing, implementing, and optimizing test automation and performance testing solutions to ensure the quality and scalability of our software products.  Responsibilities:  Design and implement test au","Dallas, TX, USA","Third Party, Contract",Data Internship Internship,23 days ,2024-04-11 03:29:57.958886,16 hours ago ,,https://www.dice.com/company/90859492?companyname=SumasEdge%20Corporation,23
"ServiceNow Architect field service module mandatory , Remote",Spiceorb,"Hi, This is Upasna from Spiceorb.we have opening for Servicenow Architect role.If you are available and interested send your updated resume to  ServiceNow Architect, remote role The ServiceNow Architect plays a critical role in the design, implementation, and optimization of ServiceNow solutions within the organization.This position requires a deep understanding of the ServiceNow platform, IT service management processes, and business requirements to architect solutions that drive efficiency, au","Dallas, TX, USA","Contract, Third Party",Data Internship Internship,9 days ,2024-04-25 03:29:57.958886,7 days ago ,,https://www.dice.com/company/91109480?companyname=Spiceorb,23
Automation Architect,Qualibar,"Job Title: Automation Architect Position: Full Time Client: PWC Location: Remote//Remote/Hybrid  Description: Experience in creation of application specific test strategy and Automation test plan Expertise in creation / maintenance of Test Automation framework (Hybrid / TDD / BDD) from scratch Expertise in creation of API / UI Automated test scripts using Selenium with Java & RestAPI/SoapUI  Exposure and experience in Katalon, Parasoft and Azure ADO are added advantage Hands on experience in del","Dallas, TX, USA",Full-time,Data Internship Internship,60+ days ,2024-03-05 03:29:57.959886,20 hours ago ,,https://www.dice.com/company/91132260?companyname=Qualibar,23
Kafka Admin,Galax-Esystems Corp,"Role Kafka Tech Admin Location: Remote Duration:6-12 Months Job Responsibility Primary responsibility of Confluent Platform Administrator will be to build, test and maintain Kafka Cluster and its eco-system which is deployed to run Data Streaming use cases for various business units Experience Overall 5+ years of experience out of which 2+ years around Confluent Platform administration Mandatory Job Requirements Manage single and multi-node Kafka cluster deployed on VM, Docker and Kubernetes Con","Dallas, TX, USA","Contract, Third Party",Data Internship Internship,13 hours ,2024-05-03 14:29:57.960865,,,https://www.dice.com/company/10230239?companyname=Galax-Esystems%20Corp,23
Mid Level. Java Developer - Remote,CoppelTech,"Looking for a Mid level Java developer with atleast 6 years of experience on following skills :- Responsibilities: Design, develop, and maintain high-quality Java applications and services.Collaborate with product owners, business analysts, and other stakeholders to gather and refine requirements.Translate business requirements into technical specifications and architectural designs.Implement best practices for software development, including code reviews, testing, and documentation.Troubleshoot","Dallas, TX, USA","Contract, Third Party",Data Internship Internship,4 days ,2024-04-30 03:29:57.961863,,,https://www.dice.com/company/91141956?companyname=CoppelTech,23
Jr. UI Developer (entry level/Intern) 1 to 3 years of experience.,New Jersey Tech Systems LLC,"New Jersey Tech Systems is a leader in the industry by offering high-technology solutions that save on overall time and cost. We do this by providing scalable support for clients entire project needs that are effective, affordable, and easy to understand. - Location: Princeton, NJ - Salary: $50,000 - $60,000. - Visa sponsorship is available for qualified employees. - *No experience is required but better to have. - 100% remote. - Contact details: | Knowledge and Skills: Exposed to and/or experie","Dallas, TX, USA",Full-time,Data Internship Internship,4 days ,2024-04-30 03:29:57.961863,4 days ago ,,https://www.dice.com/company/90979221b?companyname=New%20Jersey%20Tech%20Systems%20LLC,23
Full-Stack Developer (entry level/Intern) 1 to 3 years of experience.,New Jersey Tech Systems LLC,"New Jersey Tech Systems is a leader in the industry through offering high-technology solutions that save on overall time and cost. We do this by providing scalable support for clients' entire project needs that are effective, affordable, and easy to understand. Location: Princeton, NJ. Salary: $50,000 - $60,000 Visa sponsorship is available for qualified employees. *No experience is required but better to have. - 100% remote. - Contact details: | Knowledge and Skills Knowledge of creating front-","Dallas, TX, USA",Full-time,Data Internship Internship,4 days ,2024-04-30 03:29:57.963415,4 days ago ,,https://www.dice.com/company/90979221b?companyname=New%20Jersey%20Tech%20Systems%20LLC,23
Azure Cloud/DevOps Engineer -  Lead,Astir IT Solutions,"Experience as a cloud/DevOps engineer with Strong scripting skills. Experience with Microsoft Azure cloud services, including IaaS and PaaS technologies. Experience with automation tools such as Azure DevOps, Ansible, Terraform, or Chef. Build and maintain CI/CD pipelines to enable delivery of cloud-native applications. Implement infrastructure as code to automate the deployment of infrastructure resources. Design and implement monitoring and logging solutions for the cloud environment. Collabor","Dallas, TX, USA","Third Party, Contract",Data Internship Internship,60+ days ,2024-03-05 03:29:57.964000,12 hours ago ,,https://www.dice.com/company/10110032?companyname=Astir%20IT%20Solutions,23
SAP MM Functional consultant,Vrddhi Solutions LLC,"Position-SAP MM Functional consultant Location-onsite 2-3 days a week (Northfield) Visa: No OPT CPT Experience: 8+Years Duration-18m-2 years Job Description:  AP MM Functional Consultant Roles & ResponsibilitiesFacilitate the implementation and support of SAP MMPerform detailed analysis of complex business process requirements and provide appropriate system solutions; identify, interpret, validate and document customer requirementsFacilitate workshops to collect business requirementsMap client b","Dallas, TX, USA","Contract, Third Party",Data Internship Internship,60+ days ,2024-03-05 03:29:57.964000,4 days ago ,,https://www.dice.com/company/91138338?companyname=Vrddhi%20Solutions%20LLC,23
