Job Title,Company Name,Job Description,Location,Employment Type,Query_Value,Posted Scraped,Posted On,Updated Scraped,Updated On,Company Link,From Total Job Count
Strategic Sales Lead,RisamSoft Inc,"As the Strategic Sales Lead, you will oversee the entire sales cycle, from pipeline creation and opportunity qualification to securing deals with new clients tailored to the industry. Working closely with our leadership, advisory team, and technical experts, you will devise strategies to ensure optimal outcomes throughout the sales process. Key Duties and Responsibilities: Collaborate with leadership, technical teams, and advisors to develop a sales strategy that exceeds targets, builds a robust","Dallas, TX, USA",Full-time,Data Analytics Internship,19 days ,2024-04-15 03:18:35.936362,,,https://www.dice.com/company/91112109?companyname=RisamSoft%20Inc,35
ServiceNow Developer,CrackaJack Digital Solutions,"Plano, TX, Columbus, OH & Wilmington, DE Job responsibilities: Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constrai","Dallas, TX, USA","Contract, Third Party",Data Analytics Internship,1 day ,2024-05-03 03:18:35.936362,,,https://www.dice.com/company/91021502?companyname=CrackaJack%20Digital%20Solutions,35
ServiceNow Developer,Info Dinamica Inc,"Must Have:  Certifications verified Minimum two (Certification Verification email require from suppliers)Role verified Should be part of core development and Implementation team. Done scripting and Rest API based integrations.Understand converting a Business Requirements to a workflow and implement the same.HR Service Delivery module experienceService portal experience.Job responsibilities Executes software solutions, design, development, and technical troubleshooting with ability to think beyon","Dallas, TX, USA",Contract,Data Analytics Internship,3 days ,2024-05-01 03:18:35.936362,,,https://www.dice.com/company/91091604?companyname=Info%20Dinamica%20Inc,35
Sales Leader - Insurance,"IRIS Software, Inc.","About IRIS Software Inc. IRIS Software Inc. ( has a proven legacy of over 3 decades in helping our enterprise clients thrive with technology-enabled transformation across Banking, Financial Services, Insurance, Life Sciences, Healthcare, Professional Services, Manufacturing, Transportation, and Logistics sectors. Our services cover core, complex, mission-critical Application and Product Engineering, Data and Analytics, Cloud Engineering, DevSecOps, Quality Engineering, UX transformation, and Bus","Dallas, TX, USA","Full-time, Third Party",Data Analytics Internship,60+ days ,2024-03-05 03:18:35.936362,8 days ago ,,https://www.dice.com/company/irissoft?companyname=IRIS%20Software%2C%20Inc.,35
"ServiceNow Architect field service module mandatory , Remote",Spiceorb,"Hi, This is Upasna from Spiceorb.we have opening for Servicenow Architect role.If you are available and interested send your updated resume to  ServiceNow Architect, remote role The ServiceNow Architect plays a critical role in the design, implementation, and optimization of ServiceNow solutions within the organization.This position requires a deep understanding of the ServiceNow platform, IT service management processes, and business requirements to architect solutions that drive efficiency, au","Dallas, TX, USA","Contract, Third Party",Data Analytics Internship,9 days ,2024-04-25 03:18:35.936362,7 days ago ,,https://www.dice.com/company/91109480?companyname=Spiceorb,35
Workday Prism Developer,HL Solutions LLC,"Workday Prism Developer  Expert in developing complex Workday Prism Pipelines and handling high volumes of data in and out of Workday Prism Analytics  Extensive hands-on experience in Prism Transformations such as Unpivot, Group by, Filter, Rank  Good understanding of Data Change Tasks (DCTs) to perform CRUD operations  Hands-on Experience in creating Custom Organizations, Base Data Sets, Derived Datasets  Able to understand business requirements, develop and deliver code in a fast-paced environ","Dallas, TX, USA","Third Party, Contract",Data Analytics Internship,19 hours ,2024-05-03 08:18:35.936362,,,https://www.dice.com/company/91089103?companyname=HL%20Solutions%20LLC,35
Adobe AEP/ CJA/ AJO/ Personalization engineer,Central Business Solutions,"Title: Adobe AEP/ CJA/ AJO/ Personalization engineer Location: 100% Remote Job Description: Lead execution of the Adobe marketing capabilities and leveraging Adobe suites such as Adobe Analytics, Audience Manager, AEM, Target, and Adobe Journey Optimizer.Utilize a range of Adobe tools including Web SDK, XDM schemas, and Adobe Experience Platform tools for seamless data integration, analysis, and optimization.Collaborate across teams to integrate and optimize the usage of Adobe Experience Platfor","Dallas, TX, USA","Contract, Third Party",Data Analytics Internship,60+ days ,2024-03-05 03:18:35.936362,12 hours ago ,,https://www.dice.com/company/10121769?companyname=Central%20Business%20Solutions,35
Senior Saviynt Developer,Accolite Digital LLC,"Bounteous x Accolite makes the future faster for the world's most ambitious brands. Our services span Strategy, Analytics, Digital Engineering, Cloud, Data & AI, Experience Design, and Marketing. We are guided by Co-Innovation, our proven methodology of collaborative partnership. Bounteous x Accolite brings together 5000+ employees spanning North America, APAC, and EMEA, and partnerships with leading technology providers. Through advanced digital engineering, technology solutions, and data-drive","Dallas, TX, USA","Contract, Third Party",Data Analytics Internship,9 days ,2024-04-25 03:18:35.936362,,,https://www.dice.com/company/10300908?companyname=Accolite%20Digital%20LLC,35
SAP BPC Solution Architect,VLink Inc,"Title: SAP BPC Solution Architect Location: Kalamazoo, MI (Remote) Participate in requirement gathering and design phase to define business requirements and system blueprint designBuild SAP BPC model & dimensionPerform SAP BPC system configuration such as business process flow and business rules.Development and support of all BPC objects that includes reports, input templates, master/meta data, logic scripts, business rules, BPF, work status, batch schedulesWrite code in Script Logic / Fox and A","Dallas, TX, USA","Third Party, Contract",Data Analytics Internship,10 days ,2024-04-24 03:18:35.936362,,,https://www.dice.com/company/RTL109178?companyname=VLink%20Inc,35
Consulting Lead - Enterprise & IT Strategy,"ReQignition, Inc.","Company Description  BLEND360 is an award-winning, new breed Data Science Consultancy focused on powering exceptional results for our Fortune 500/1000 clients and other major organizations. We are a growing company born at the intersection of advanced analytics, data, and technology. Who we are: People are everything here at BLEND360.  We are inspired by advancing our Client s most critical initiatives, products and projects by matching our clients with the right talent. BLEND360 has been among","Dallas, TX, USA",Full-time,Data Analytics Internship,24 days ,2024-04-10 03:18:35.936362,,,https://www.dice.com/company/90941004?companyname=ReQignition%2C%20Inc.,35
Lead Salesforce Developer,Incedo Inc,"Position: Salesforce Technical Lead  Location: Pittsburgh, PA (remote) Duration: Full time As a Salesforce Lead with expertise in Experience Cloud, Service Cloud, and Marketing Cloud, you will play a critical role in the design, development, and maintenance of our client s Salesforce ecosystem. Must have experience in working with globally distributed teams and agile delivery. You will collaborate with cross-functional teams to implement and optimize solutions that enhance customer experiences,","Dallas, TX, USA",Full-time,Data Analytics Internship,3 days ,2024-05-01 03:18:35.936362,,,https://www.dice.com/company/10476889?companyname=Incedo%20Inc,35
Tricentis Tosca Neoload Architect,SumasEdge Corporation,"We are seeking a skilled and experienced Tricentis Tosca & NeoLoad Architect to join our dynamic team. The ideal candidate will have a strong background in software testing, particularly in test automation using Tricentis Tosca, as well as performance testing using NeoLoad. This role will involve designing, implementing, and optimizing test automation and performance testing solutions to ensure the quality and scalability of our software products.  Responsibilities:  Design and implement test au","Dallas, TX, USA","Third Party, Contract",Data Analytics Internship,23 days ,2024-04-11 03:18:35.936362,16 hours ago ,,https://www.dice.com/company/90859492?companyname=SumasEdge%20Corporation,35
Automation Architect,Qualibar,"Job Title: Automation Architect Position: Full Time Client: PWC Location: Remote//Remote/Hybrid  Description: Experience in creation of application specific test strategy and Automation test plan Expertise in creation / maintenance of Test Automation framework (Hybrid / TDD / BDD) from scratch Expertise in creation of API / UI Automated test scripts using Selenium with Java & RestAPI/SoapUI  Exposure and experience in Katalon, Parasoft and Azure ADO are added advantage Hands on experience in del","Dallas, TX, USA",Full-time,Data Analytics Internship,60+ days ,2024-03-05 03:18:35.936362,19 hours ago ,,https://www.dice.com/company/91132260?companyname=Qualibar,35
Kafka Admin,Galax-Esystems Corp,"Role Kafka Tech Admin Location: Remote Duration:6-12 Months Job Responsibility Primary responsibility of Confluent Platform Administrator will be to build, test and maintain Kafka Cluster and its eco-system which is deployed to run Data Streaming use cases for various business units Experience Overall 5+ years of experience out of which 2+ years around Confluent Platform administration Mandatory Job Requirements Manage single and multi-node Kafka cluster deployed on VM, Docker and Kubernetes Con","Dallas, TX, USA","Contract, Third Party",Data Analytics Internship,13 hours ,2024-05-03 14:18:35.936362,,,https://www.dice.com/company/10230239?companyname=Galax-Esystems%20Corp,35
Sr Kronos Analyst,"Amzur Technologies, Inc.",Need 10+ Years of ExperienceMUST HAVE Strong functional knowledge of Kronos modules including: Workforce Dimensions Workforce Dimensions Timekeeping Workforce Dimensions Accruals Workforce Dimensions Absence Workforce Dimensions Analytics Proficient in CRT s Reporting Kronos Integration Dell Boomi Workforce Dimensions Integration PlatformExperience working with enterprise level customers  Overview The Kronos Technical Consultant is responsible for ensuring technology solutions address business r,"Dallas, TX, USA","Contract, Third Party",Data Analytics Internship,60+ days ,2024-03-05 03:18:35.936362,15 hours ago ,,https://www.dice.com/company/10115656?companyname=Amzur%20Technologies%2C%20Inc.,35
